id,year,date,title,relative_path,char_count,line_count
"cb9a97b2a96e","2020","2020-01-03","新的一年我要“跳出舒适圈”吗？别盲目跟风了！","2020/2020-01-03_新的一年我要“跳出舒适圈”吗？别盲目跟风了！.txt","3088","84"
"c5eec1f1d228","2020","2020-01-06","“资源”变身“资产”，为你揭开数据交易背后的奥秘","2020/2020-01-06_“资源”变身“资产”，为你揭开数据交易背后的奥秘.txt","5530","134"
"040c3b965234","2020","2020-01-08","你的努力究竟是为了成就自己，还是为了超越他人？","2020/2020-01-08_你的努力究竟是为了成就自己，还是为了超越他人？.txt","3225","57"
"4c3d3e96009f","2020","2020-01-15","跨文化交流如何影响创新与幽默？","2020/2020-01-15_跨文化交流如何影响创新与幽默？.txt","2267","53"
"7fc772720daa","2020","2020-01-20","从爱马仕供应商到参加巴黎时装周的国际品牌，她如何带领Sand River实现突围？ 小课大学","2020/2020-01-20_从爱马仕供应商到参加巴黎时装周的国际品牌，她如何带领Sand River实现突围？ 小课大学.txt","7185","186"
"afe334972e43","2020","2020-01-20","企业家精神不是什么？","2020/2020-01-20_企业家精神不是什么？.txt","7321","111"
"203c7111bb2c","2020","2020-01-23","分享图片","2020/2020-01-23_分享图片.txt","339","7"
"c486fe402d43","2020","2020-02-11","疫情催化下，新型职场进化论","2020/2020-02-11_疫情催化下，新型职场进化论.txt","2735","92"
"67467e5f29a5","2020","2020-02-12","芮明杰：疫情“黑天鹅”，企业如何应对","2020/2020-02-12_芮明杰：疫情“黑天鹅”，企业如何应对.txt","2134","61"
"7f4be8c43d68","2020","2020-02-14","不能相见的情人节，请打开这条书香满满的礼物","2020/2020-02-14_不能相见的情人节，请打开这条书香满满的礼物.txt","6833","175"
"a910731dc1e5","2020","2020-02-17","面对“不确定性”的恐慌，如何冲破局面找准方向？","2020/2020-02-17_面对“不确定性”的恐慌，如何冲破局面找准方向？.txt","4185","146"
"eadd2b7ba776","2020","2020-02-19","安全第一，还是利润第一？","2020/2020-02-19_安全第一，还是利润第一？.txt","2740","91"
"c4274dc482a9","2020","2020-02-21","为什么说流行病能撼动人类命运？","2020/2020-02-21_为什么说流行病能撼动人类命运？.txt","3689","79"
"0b21c0f98979","2020","2020-02-25","独家对话丁香园李天天，非常时期的“黑马”是怎样诞生的？","2020/2020-02-25_独家对话丁香园李天天，非常时期的“黑马”是怎样诞生的？.txt","5968","115"
"bf638a962faf","2020","2020-02-26","超长假期后复工，试试“重启”你的绩效","2020/2020-02-26_超长假期后复工，试试“重启”你的绩效.txt","3716","77"
"8d2854e7d8c4","2020","2020-02-28","第20期《管理视野》免费读，快来围观！","2020/2020-02-28_第20期《管理视野》免费读，快来围观！.txt","1151","46"
"267371a8ca57","2020","2020-03-02","蒋青云：传统零售业亟需“3Q革命”","2020/2020-03-02_蒋青云：传统零售业亟需“3Q革命”.txt","2423","91"
"449ee1388734","2020","2020-03-02","卫学启：我们离未来智能生活还差一个5G","2020/2020-03-02_卫学启：我们离未来智能生活还差一个5G.txt","2170","70"
"7c9465608468","2020","2020-03-02","徐倩：当消费者越来越“懒”，零售业该如何应对？","2020/2020-03-02_徐倩：当消费者越来越“懒”，零售业该如何应对？.txt","2773","100"
"50db241ba5fa","2020","2020-03-04","全球化的趋势可以逆转吗？","2020/2020-03-04_全球化的趋势可以逆转吗？.txt","3269","89"
"6e7b4e41ba1d","2020","2020-03-05","苏勇：疫情防控“考”出企业创新担当","2020/2020-03-05_苏勇：疫情防控“考”出企业创新担当.txt","2218","77"
"53d440df86d9","2020","2020-03-06","为什么我们总是消极地看待这个世界？","2020/2020-03-06_为什么我们总是消极地看待这个世界？.txt","2886","68"
"e4e8e33d7c68","2020","2020-03-11","团队效率低？可能你的员工缺乏安全感","2020/2020-03-11_团队效率低？可能你的员工缺乏安全感.txt","1856","32"
"0b4abf3f4e73","2020","2020-03-12","【案例观察】一张浏览量30亿次的地图，该怎么看","2020/2020-03-12_【案例观察】一张浏览量30亿次的地图，该怎么看.txt","5635","152"
"9160f4f31731","2020","2020-03-13","迪士尼CEO宣布卸任，当他坐上人生的过山车","2020/2020-03-13_迪士尼CEO宣布卸任，当他坐上人生的过山车.txt","4615","58"
"b4a47bbcf594","2020","2020-03-16","芮明杰：中小服务企业最需要“撑一把”","2020/2020-03-16_芮明杰：中小服务企业最需要“撑一把”.txt","2072","52"
"60d85766aeb8","2020","2020-03-18","这些“新型管理理念”正在颠覆未来职场","2020/2020-03-18_这些“新型管理理念”正在颠覆未来职场.txt","3066","89"
"e9db44f05a9d","2020","2020-03-20","《坏血》：一个硅谷巨头的秘密与谎言","2020/2020-03-20_《坏血》：一个硅谷巨头的秘密与谎言.txt","4539","81"
"3927cca15ddf","2020","2020-03-23","胥正川：全民“宅”家让零售新模式“火出圈”","2020/2020-03-23_胥正川：全民“宅”家让零售新模式“火出圈”.txt","3380","77"
"f87b88419c2f","2020","2020-03-30","被嫌弃的压力，我们该如何与TA共处一生？","2020/2020-03-30_被嫌弃的压力，我们该如何与TA共处一生？.txt","8104","128"
"4df47052ebbe","2020","2020-03-31","当世界对中国充满求知欲的时候，如何做好学术研究","2020/2020-03-31_当世界对中国充满求知欲的时候，如何做好学术研究.txt","5510","140"
"139bf2f4eccf","2020","2020-04-01","小心！你的团队工作伙伴或许对你更有“警惕”","2020/2020-04-01_小心！你的团队工作伙伴或许对你更有“警惕”.txt","4771","79"
"600fb462a9ca","2020","2020-04-03","会“偷懒”的人工作更高效？","2020/2020-04-03_会“偷懒”的人工作更高效？.txt","4087","147"
"49853a70eb33","2020","2020-04-07","为什么硅谷的科技巨头痴迷正念与禅修？","2020/2020-04-07_为什么硅谷的科技巨头痴迷正念与禅修？.txt","3138","56"
"7b87303ab001","2020","2020-04-08","如何赚到更高的工资？拓宽你的领域！","2020/2020-04-08_如何赚到更高的工资？拓宽你的领域！.txt","2441","65"
"7b74ae3f8c7e","2020","2020-04-09","学术研究的修炼之道：不认命","2020/2020-04-09_学术研究的修炼之道：不认命.txt","3966","98"
"1aafdd43738e","2020","2020-04-10","历史上真的发生过特洛伊战争吗？","2020/2020-04-10_历史上真的发生过特洛伊战争吗？.txt","5228","69"
"dbc098aa77cd","2020","2020-04-13","商业的存在与时间——疫情的海德格尔之问","2020/2020-04-13_商业的存在与时间——疫情的海德格尔之问.txt","4489","104"
"9052d3573b03","2020","2020-04-14","文献综述：给自己的研究找一个家","2020/2020-04-14_文献综述：给自己的研究找一个家.txt","3836","108"
"795e6dbddf15","2020","2020-04-15","如何优雅又不失体面的说服你的客户？","2020/2020-04-15_如何优雅又不失体面的说服你的客户？.txt","2554","41"
"7093456a985b","2020","2020-04-23","这里有一整个春日的知识和福利！第21期《管理视野》全新起航","2020/2020-04-23_这里有一整个春日的知识和福利！第21期《管理视野》全新起航.txt","2219","102"
"1fe70e24e310","2020","2020-04-28","专访跨界先锋陈楸帆：来自中国的科幻雨","2020/2020-04-28_专访跨界先锋陈楸帆：来自中国的科幻雨.txt","3023","44"
"22b24c5b310d","2020","2020-04-29","让世界“哭求更新” ！“起点国际”的网文全球路","2020/2020-04-29_让世界“哭求更新” ！“起点国际”的网文全球路.txt","3809","63"
"cb56240b737b","2020","2020-04-30","爱奇艺海外“破冰”的温柔历险","2020/2020-04-30_爱奇艺海外“破冰”的温柔历险.txt","3332","57"
"5213c2e3bc32","2020","2020-05-05","学术与实践结合的现实、原则与境界","2020/2020-05-05_学术与实践结合的现实、原则与境界.txt","3304","72"
"3653b4f5e687","2020","2020-05-06","未来5年，营销人必须掌握这三种思维","2020/2020-05-06_未来5年，营销人必须掌握这三种思维.txt","4161","68"
"7df12611a2c4","2020","2020-05-07","对话张力奋教授：疫情下的新闻传播，专业、焦虑与真相","2020/2020-05-07_对话张力奋教授：疫情下的新闻传播，专业、焦虑与真相.txt","5980","111"
"1df443c56f61","2020","2020-05-08","为什么发放购物券更能刺激消费？","2020/2020-05-08_为什么发放购物券更能刺激消费？.txt","4503","88"
"df576036c4f4","2020","2020-05-11","中国的古装和玄幻，是怎么“出圈”到海外的？","2020/2020-05-11_中国的古装和玄幻，是怎么“出圈”到海外的？.txt","7594","99"
"870ebf16daff","2020","2020-05-13","那些“精选推荐”背后的“潜规则”","2020/2020-05-13_那些“精选推荐”背后的“潜规则”.txt","3832","70"
"5256bb03fa18","2020","2020-05-15","鲍勇剑：后疫情时代，办公空间将“莎士比亚化”","2020/2020-05-15_鲍勇剑：后疫情时代，办公空间将“莎士比亚化”.txt","4034","82"
"7e17146dcec3","2020","2020-05-18","坚持“风险共担”，应对现实世界中的不确定性","2020/2020-05-18_坚持“风险共担”，应对现实世界中的不确定性.txt","4358","84"
"ea2ce70d2537","2020","2020-05-20","如果你的表白对象告诉你：你很好，但我们不合适……","2020/2020-05-20_如果你的表白对象告诉你：你很好，但我们不合适…….txt","2846","52"
"b6408a7eda09","2020","2020-05-22","沈飞：即兴剧，也是勇敢者游戏","2020/2020-05-22_沈飞：即兴剧，也是勇敢者游戏.txt","4905","58"
"1c028ad49cd9","2020","2020-05-25","大数据如何赋能疫情防控？","2020/2020-05-25_大数据如何赋能疫情防控？.txt","2702","72"
"04ea0940e3f5","2020","2020-05-27","为什么消防员几乎都是男性？","2020/2020-05-27_为什么消防员几乎都是男性？.txt","3374","57"
"5f175edaa29e","2020","2020-05-29","电影中的变种人有可能出现吗？","2020/2020-05-29_电影中的变种人有可能出现吗？.txt","2708","38"
"184f3bacac46","2020","2020-06-01","外卖不能停？无接触会上瘾？ 疫情改变了这些消费行为","2020/2020-06-01_外卖不能停？无接触会上瘾？ 疫情改变了这些消费行为.txt","2666","64"
"3529f4a0aff4","2020","2020-06-03","脱发使你的老板看起来更有领导力？","2020/2020-06-03_脱发使你的老板看起来更有领导力？.txt","3099","63"
"7ba0ee073be6","2020","2020-06-05","说起来容易做起来难，为什么人总会“行动无能”？","2020/2020-06-05_说起来容易做起来难，为什么人总会“行动无能”？.txt","4707","81"
"2de901178cf9","2020","2020-06-08","重启品牌增长的“金钥匙”：更大的想法，更多的数据","2020/2020-06-08_重启品牌增长的“金钥匙”：更大的想法，更多的数据.txt","3453","77"
"921258e8bd3a","2020","2020-06-10","主编驾到！陈晓萍教授解读领导力的本质与人类未来","2020/2020-06-10_主编驾到！陈晓萍教授解读领导力的本质与人类未来.txt","761","48"
"645881f3fc52","2020","2020-06-12","感恩如何在工作中让我们的幸福感倍增？","2020/2020-06-12_感恩如何在工作中让我们的幸福感倍增？.txt","3583","74"
"824a3e773d5a","2020","2020-06-12","就是明天了！陈晓萍教授越洋直播，邀您探讨领导力的本质","2020/2020-06-12_就是明天了！陈晓萍教授越洋直播，邀您探讨领导力的本质.txt","764","48"
"4ac61c687da5","2020","2020-06-15","载入史册的领导力——疫情时代领导力如何乘风破浪？ 直播回顾","2020/2020-06-15_载入史册的领导力——疫情时代领导力如何乘风破浪？ 直播回顾.txt","3643","46"
"2bc78aa52e27","2020","2020-06-17","如何提升公司品牌在员工心中的忠诚度？","2020/2020-06-17_如何提升公司品牌在员工心中的忠诚度？.txt","2263","36"
"1594f85fc0f6","2020","2020-06-19","【再不看就晚了！】为什么谣言比真相更具传染性","2020/2020-06-19_【再不看就晚了！】为什么谣言比真相更具传染性.txt","2679","62"
"664285e618e1","2020","2020-06-22","窦一凡：后疫情时代，生鲜电商将面临“守卫战”","2020/2020-06-22_窦一凡：后疫情时代，生鲜电商将面临“守卫战”.txt","2031","39"
"24c16835f4cc","2020","2020-06-24","小长假宅家继续？好书来一波~","2020/2020-06-24_小长假宅家继续？好书来一波~.txt","3701","93"
"9819f0ee7fc4","2020","2020-06-29","加快投资“新基建”，企业如何拥抱5G实现创新？","2020/2020-06-29_加快投资“新基建”，企业如何拥抱5G实现创新？.txt","2878","66"
"95ce4ae1ecec","2020","2020-07-01","利用资本让世界变得更美好，是乌托邦吗？","2020/2020-07-01_利用资本让世界变得更美好，是乌托邦吗？.txt","3830","58"
"e1e4c3841aef","2020","2020-07-02","《医线》首播：公卫改革下一站，医疗机构将如何践行社会责任？","2020/2020-07-02_《医线》首播：公卫改革下一站，医疗机构将如何践行社会责任？.txt","5822","139"
"e8fd5c602509","2020","2020-07-03","前阵子我去爬山了，但“失踪”几天后我找回了真正的自己","2020/2020-07-03_前阵子我去爬山了，但“失踪”几天后我找回了真正的自己.txt","2360","36"
"a711618aa3d0","2020","2020-07-06","新基建按下“快进键”，中小企业如何顺势而为？","2020/2020-07-06_新基建按下“快进键”，中小企业如何顺势而为？.txt","3111","68"
"c7a41c88421e","2020","2020-07-08","你的“谢谢”其实对我很重要！","2020/2020-07-08_你的“谢谢”其实对我很重要！.txt","2211","49"
"87d33c98a466","2020","2020-07-10","管理学者在医学领域的“大有可为”","2020/2020-07-10_管理学者在医学领域的“大有可为”.txt","2475","71"
"447c674eb387","2020","2020-07-13","苏勇：在线新经济，从高大上到贴地飞行","2020/2020-07-13_苏勇：在线新经济，从高大上到贴地飞行.txt","2309","58"
"a2fdaaa6f8dd","2020","2020-07-15","电影院的未来，可能会比较像苹果商店","2020/2020-07-15_电影院的未来，可能会比较像苹果商店.txt","4833","76"
"6f8d6aead699","2020","2020-07-17","30+职场人的乘风破浪，大龄转行，还来得及吗？","2020/2020-07-17_30+职场人的乘风破浪，大龄转行，还来得及吗？.txt","4176","126"
"697c51babac9","2020","2020-07-20","瘟疫肆虐下，为何我们互不信任、反目成仇？","2020/2020-07-20_瘟疫肆虐下，为何我们互不信任、反目成仇？.txt","4592","80"
"6ae520f36bbc","2020","2020-07-21","张文宏、陆雄文、胡建强“关于生命的对话”：精准防控路在何方","2020/2020-07-21_张文宏、陆雄文、胡建强“关于生命的对话”：精准防控路在何方.txt","11686","315"
"0b953150c069","2020","2020-07-22","诚实的人会寻找不诚实的合作伙伴？","2020/2020-07-22_诚实的人会寻找不诚实的合作伙伴？.txt","2101","46"
"988df72452da","2020","2020-07-24","如何把一项技能掌握到炉火纯青？","2020/2020-07-24_如何把一项技能掌握到炉火纯青？.txt","3339","68"
"37490802e801","2020","2020-07-27","兴全基金谢治宇：青山依旧，细水长流","2020/2020-07-27_兴全基金谢治宇：青山依旧，细水长流.txt","4129","52"
"6b33e2af4e01","2020","2020-07-29","比职场PUA更常见的，是女性DISS女性","2020/2020-07-29_比职场PUA更常见的，是女性DISS女性.txt","3440","73"
"e5d4bd68f738","2020","2020-08-01","30+更该看《二十不惑》，20岁才该看《三十而已》","2020/2020-08-01_30+更该看《二十不惑》，20岁才该看《三十而已》.txt","3412","83"
"9f93d961959c","2020","2020-08-03","巴菲特的选择：用西服征服世界的中国女性","2020/2020-08-03_巴菲特的选择：用西服征服世界的中国女性.txt","5980","81"
"53d180bb6e5b","2020","2020-08-05","智能制造进一步升级转型，将面临哪些机遇与挑战？","2020/2020-08-05_智能制造进一步升级转型，将面临哪些机遇与挑战？.txt","3365","58"
"528c3f5bc87e","2020","2020-08-07","为什么有的人能力不足却迷之自信？","2020/2020-08-07_为什么有的人能力不足却迷之自信？.txt","2851","81"
"7a81beb1e422","2020","2020-08-10","影院已重启，如何让更多人重新走入电影院？","2020/2020-08-10_影院已重启，如何让更多人重新走入电影院？.txt","2719","68"
"11b3592a3857","2020","2020-08-11","中国能否拥有享誉全球的本土奢侈品牌？","2020/2020-08-11_中国能否拥有享誉全球的本土奢侈品牌？.txt","3734","84"
"1f77291ad741","2020","2020-08-12","陈晓萍对话米雯娟：VIPKID的中场复盘","2020/2020-08-12_陈晓萍对话米雯娟：VIPKID的中场复盘.txt","828","44"
"7e522a7b3d2f","2020","2020-08-14","分享图片","2020/2020-08-14_分享图片.txt","339","7"
"083449d3de21","2020","2020-08-17","传统制造企业如何向服务型制造企业转型？","2020/2020-08-17_传统制造企业如何向服务型制造企业转型？.txt","3464","72"
"087662def906","2020","2020-08-21","穿黑上衣和牛仔裤不会让你成为下一个乔布斯","2020/2020-08-21_穿黑上衣和牛仔裤不会让你成为下一个乔布斯.txt","3920","83"
"4527823274b5","2020","2020-08-24","拒绝零和对抗，走出电商竞争的“伯川德式”困境","2020/2020-08-24_拒绝零和对抗，走出电商竞争的“伯川德式”困境.txt","4612","82"
"7934e1e0390f","2020","2020-08-25","品牌升级为什么不能靠买买买？","2020/2020-08-25_品牌升级为什么不能靠买买买？.txt","1828","36"
"05721a1406ae","2020","2020-08-28","电商直播的中场战事，制胜关键在哪？","2020/2020-08-28_电商直播的中场战事，制胜关键在哪？.txt","3390","61"
"5d825b93a05b","2020","2020-09-01","VUCA时代，文科生正在失去最后一块领地","2020/2020-09-01_VUCA时代，文科生正在失去最后一块领地.txt","2239","38"
"789069484af9","2020","2020-09-02","为什么女性更爱奢侈品？","2020/2020-09-02_为什么女性更爱奢侈品？.txt","4503","105"
"0c81b7c4d27a","2020","2020-09-04","这个世界并没有你想象得这么糟糕","2020/2020-09-04_这个世界并没有你想象得这么糟糕.txt","4474","97"
"d2b8ce190f70","2020","2020-09-08","互联网下半场，传统制造业走起","2020/2020-09-08_互联网下半场，传统制造业走起.txt","2723","56"
"a32ec1051297","2020","2020-09-11","分享图片","2020/2020-09-11_分享图片.txt","339","7"
"4026f18bbf88","2020","2020-09-14","鲍勇剑：如何借用哲学思辨认识危机？","2020/2020-09-14_鲍勇剑：如何借用哲学思辨认识危机？.txt","7235","127"
"491a7312d58c","2020","2020-09-15","平台VS商家，零和博弈？","2020/2020-09-15_平台VS商家，零和博弈？.txt","1684","39"
"8b3fc2b3b983","2020","2020-09-16","在“霸道总裁”的领导下工作是一种什么体验？","2020/2020-09-16_在“霸道总裁”的领导下工作是一种什么体验？.txt","3263","80"
"ef8fa081352a","2020","2020-09-18","开学书单，认准这些！","2020/2020-09-18_开学书单，认准这些！.txt","5781","146"
"c6d9003b0cc0","2020","2020-09-21","女性主导下的家庭消费：女人孩子……男人？","2020/2020-09-21_女性主导下的家庭消费：女人孩子……男人？.txt","4876","104"
"0cba291d5ecb","2020","2020-09-22","两年进击前三，美团究竟是什么物种？","2020/2020-09-22_两年进击前三，美团究竟是什么物种？.txt","98224","51"
"3bce7523781a","2020","2020-09-23","为什么家族企业的在位者对继承的子女们“忽冷忽热”？","2020/2020-09-23_为什么家族企业的在位者对继承的子女们“忽冷忽热”？.txt","3591","73"
"1d475f4f42cd","2020","2020-09-25","盲目追求信息技术革新，可能会让你变得更迷茫","2020/2020-09-25_盲目追求信息技术革新，可能会让你变得更迷茫.txt","2518","43"
"18b7d582a433","2020","2020-09-29","一万米高空的品牌如何贴地飞行？","2020/2020-09-29_一万米高空的品牌如何贴地飞行？.txt","2581","57"
"2c2892700f76","2020","2020-10-13","数字化能否打通生鲜电商的任督二脉？","2020/2020-10-13_数字化能否打通生鲜电商的任督二脉？.txt","2791","59"
"4f5090b6db31","2020","2020-10-14","自私的人拥有更多财富？","2020/2020-10-14_自私的人拥有更多财富？.txt","3120","80"
"6f119a0fe1f5","2020","2020-10-16","《雪》：大雪笼罩下，自杀与谋杀背后究竟有什么阴谋","2020/2020-10-16_《雪》：大雪笼罩下，自杀与谋杀背后究竟有什么阴谋.txt","4879","69"
"140a131ad233","2020","2020-10-19","张力奋：真相的传播，是回归新闻的原点","2020/2020-10-19_张力奋：真相的传播，是回归新闻的原点.txt","4052","85"
"636267074bc9","2020","2020-10-20","社交电商下沉，小镇青年破局？","2020/2020-10-20_社交电商下沉，小镇青年破局？.txt","1940","36"
"711f68b99a91","2020","2020-10-21","主播们的长相对消费者的购买意愿有什么影响？","2020/2020-10-21_主播们的长相对消费者的购买意愿有什么影响？.txt","4537","93"
"bbfeea1e552f","2020","2020-10-23","冲破“平均主义”！如何在崇尚标准化的世界中胜出？","2020/2020-10-23_冲破“平均主义”！如何在崇尚标准化的世界中胜出？.txt","4219","114"
"1aa3cadb721a","2020","2020-10-26","芮明杰：“双循环”指明长三角一体化新方向","2020/2020-10-26_芮明杰：“双循环”指明长三角一体化新方向.txt","2165","57"
"5f37d62753a5","2020","2020-10-27","中国品牌的国际化探索之路","2020/2020-10-27_中国品牌的国际化探索之路.txt","2698","46"
"90ca0b1db571","2020","2020-10-27","最新排名！复旦管院四大项目稳居全球40强","2020/2020-10-27_最新排名！复旦管院四大项目稳居全球40强.txt","1413","91"
"e8b24c39b85d","2020","2020-10-28","全球品牌的本土化如何避免“水土不服”？","2020/2020-10-28_全球品牌的本土化如何避免“水土不服”？.txt","4864","101"
"37c1a600ca63","2020","2020-11-03","内容产业的平台思维","2020/2020-11-03_内容产业的平台思维.txt","2331","47"
